FIPS,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,Teen Birth Rate,% Uninsured,% With Annual Mammogram,% Vaccinated,% Children in Poverty,80th Percentile Income,20th Percentile Income,% Children in Single-Parent Households,Violent Crime Rate,Average Daily PM2.5,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone
39000,17.769663466,4.075839218,4.7754949728,8.5572501613,21.412364297,33.5,6.8,26.1,18.48308832,1817,22.275201895,7.7255852597,43,51,18.1,110927,23712,27.110540273,292.59493145,9,13.670411783,82.925355307,31.1
39001,25.160690273,5.6136081393,5.8149418684,8.9602704987,30.316207914,35.7,6.7,37.8,15.510323699,11,40,9.8378185707,33,42,29.5,86922,16767,32.386788223,85.849191587,8.7,15.697137581,79.592234904,48.4
39003,19.484123107,4.5204871439,5.0413976611,9.3633382336,24.49846349,35.9,7.6,26.8,16.943528508,18,28.597114603,7.4117928628,44,49,19.6,94927,22091,31.078817321,395.33187454,8,13.566468254,85.929287599,19.5
39005,18.52332096,4.3723497783,4.9636791794,6.1120148733,23.637120284,35.4,8.1,31.1,17.731749868,15,18.387050973,8.6723537186,44,48,19.1,95705,25646,20.477730779,102.68697587,8.9,12.435991222,83.854958777,30.7
39007,22.794676974,4.8917326253,5.4078835513,8.1419624217,27.536168394,37.2,6.7,30.7,17.903600553,31,29.819899616,9.514020662,40,49,26.5,89708,19022,22.75916182,134.91501999,9.1,14.590932777,84.543355241,33.5
39009,21.048022115,4.8322305442,5.2292414023,8.8283828383,24.208751596,35.1,6,22.9,17.844379348,6,7.7194530216,9.0472696782,39,49,25.3,89926,14073,22.956503467,111.63589523,6.5,20.835184363,71.237711117,22.2
39011,15.95321266,3.7500344005,4.5188746995,7.1465561885,22.925397643,35.2,8.7,30,19.607298462,2,22.811405703,5.9958037444,42,48,9.2,110690,29794,19.627520116,58.254689503,9.5,10.332606325,87.508614748,20.3
39013,18.992467914,4.4704901675,5.1365139152,8.226888937,23.860481464,35.3,7.7,31.1,19.072347806,16,28.377230246,7.3453069992,43,41,15.7,97998,21945,22.077007356,136.89600973,8.3,8.2497212932,89.704183441,30.6
39015,20.241748321,4.6475668836,5.1154437274,7.6320371445,24.703414228,31.7,7.6,31.1,18.167593306,5,30.802965438,7.9090291921,36,48,18,97641,21775,21.609746355,67.316620241,9.1,13.239111624,81.240318083,58.3
39017,16.845349356,4.3075086374,4.8116987,7.8879269033,21.411857049,32.3,7.8,23.4,19.041261799,38,17.530664198,6.7743067743,42,54,14.1,126287,27833,22.775514759,270.0091345,11.6,13.250009163,84.471684834,37.3
39019,19.519661275,4.5219300829,5.1929048915,8.167539267,25.260344202,41.2,8,32.8,16.943018534,4,23.290633838,8.8292199519,36,49,18.2,97430,26468,17.899719495,nan,9.5,11.085661933,82.156959526,42.7
39021,18.423880493,4.3946685131,5.0649255883,6.7827348567,23.665399419,35.8,8.3,34.7,18.742382488,11,26.041069175,7.0905587669,36,46,11.1,101596,29650,23.628643562,103.73178291,9.1,10.016366612,84.000225111,38.7
39023,20.858764537,4.8192730711,5.2011455633,8.9921217061,26.226279548,37,6.9,29.9,17.036286407,22,34.004186121,8.5193392234,39,48,21,95058,22601,28.454239968,368.24504066,8.4,13.248837421,82.06571519,27.7
39025,16.592026912,4.1154176171,4.7293398737,7.3173779916,22.355466012,38.2,7.8,28.7,19.122510665,27,20.792285761,7.004537872,43,53,11.7,127138,29829,19.863834079,110.97019658,9.7,10.893689671,84.344947186,47.9
39027,18.834224469,4.5968530609,4.9430439266,7.5504322767,23.857442751,35.8,7.2,28.3,17.761958534,7,29.388714734,7.3823320719,42,47,22.2,100574,23403,26.287816844,81.625477195,9.1,12.630288167,83.416165315,39.2
39029,20.508489191,4.5308833802,5.3197183453,7.360959651,27.293155585,35.7,7.3,30.2,17.402052602,14,28.96750472,9.0162468707,41,51,18.1,91603,22259,24.254331976,57.532002176,10,11.916786917,85.601158423,36
39031,21.831349658,4.815601881,5.5303936917,7.2688564477,27.361947974,38.4,7.2,32.3,17.167908503,16,29.29092114,9.9375257449,43,45,18.8,85512,21018,18.781195589,106.51954224,8.8,11.381830839,78.112603967,32.2
39033,19.914475959,4.6612364687,5.212024904,8.3761717569,25.327349129,33.5,7.1,31.2,18.30092686,7,36.178004661,7.4621796851,39,42,23,83562,20465,28.440166266,142.65335235,8.8,11.326044295,86.060082127,27.4
39035,19.041559845,4.2054103141,4.969249694,10.648389092,20.914181046,31.8,7.3,24.8,19.618224126,166,24.036095468,7.4301207541,45,51,23.6,106537,19146,37.569103224,645.9945915,10.7,17.065957368,79.255996741,32.3
39037,18.402174692,4.3017484492,5.0032825451,5.7116536158,24.340502318,36.9,8.3,31.1,18.715195303,16,24.707412224,8.6159643714,41,45,17.1,97629,26232,17.411477411,114.27405367,9.5,10.934871425,83.592225114,31.1
39039,17.989082251,4.21000137,4.7156784273,6.7136623028,22.999269373,38.7,8.3,32.6,19.459046149,10,22.898192839,6.8267682907,48,50,13.6,102033,28654,25.622937763,124.39171086,9.3,8.8177661659,85.785320506,24.1
39041,11.753419284,3.1304551625,4.1269427736,6.186877132,15.313359912,29.6,9.1,17.9,19.366585821,24,5.6518075508,4.5956951716,51,58,5,191574,47733,11.201389667,99.904983334,9,9.1580502216,84.454574802,42.8
39043,18.387900306,4.2646196192,4.9058566554,7.8804347826,22.383403767,34,7.3,29.2,17.773354891,13,23.501762632,6.3870732849,43,50,19.2,106049,25986,30.335754958,120.84503098,9,11.52810768,85.429079716,21.1
39045,16.239163452,3.8729833275,4.5082130644,7.9623505469,21.359556911,37.2,8.1,25.9,17.196497903,26,17.20170614,6.3963984906,43,51,11.5,126347,29532,17.99730821,166.04164523,9,12.304230423,84.179976947,48.9
39047,21.742551756,4.8937887773,5.4678977236,8.2693947144,27.463776534,36,7.7,34.8,16.992006023,8,38.641686183,7.6411673286,38,43,21,95697,21188,30.022172949,216.17475288,8.8,13.768115942,87.092882992,36.2
39049,16.358566247,3.7295921085,4.5608218346,9.1623814421,19.003522515,30.2,7.5,22.4,17.694890429,155,22.772858821,8.8912016552,46,53,18.6,118800,26283,31.80502251,422.59414054,8.7,15.927750411,80.913960697,26
39051,18.565876219,4.4129543833,4.9217041969,6.8895935428,21.769044254,32.4,8.2,26.5,19.429929934,13,19.326683292,7.1729957806,51,54,9.8,107977,30693,18.529587567,104.50399308,9.3,10.758914965,87.747318236,33.2
39053,22.627593624,5.1529450076,5.3616478528,9.4599770203,26.815175071,40.9,6.8,32.5,16.700227437,8,29.628492478,9.4878110932,33,46,24.9,92508,19099,22.488038278,136.19000166,8.9,15.277777778,87.753917586,39.2
39055,14.701995575,3.6867513005,4.313384896,6.5200436749,18.780500084,25.7,8.8,17.1,18.51000879,14,6.2057891768,9.0063188205,45,53,6.2,155058,38123,9.2474900986,36.147524426,9.7,12.400341686,79.392624729,45.1
39057,16.263318706,3.7958528609,4.5891180108,7.4017764263,18.643176485,31,7.7,22.1,18.186891278,24,12.786250749,6.3844436878,39,47,12.9,132580,29008,22.726608828,123.5989775,7.9,12.666151468,83.568567493,24.2
39059,21.593758419,4.9716317167,5.6281805125,8.4520417854,26.998353833,35.5,7.1,31.5,16.483157739,10,31.234628628,9.1711781387,41,45,22.2,85983,19433,26.372865713,nan,8.7,13.818860878,85.676924948,27.2
39061,17.807922887,4.0149398998,4.572959583,9.478054567,19.952568933,30.7,7.3,23.4,20.307015071,105,23.930716982,7.0142381043,49,56,20.8,119712,21860,35.347682119,468.47743198,10.2,16.525505151,79.640403626,30.6
39063,16.030473498,3.8260382474,4.7098132865,7.9456759288,20.257771678,35.7,8.1,26.7,18.777063709,9,18.790759368,6.7717454758,40,56,11.2,110818,27901,18.657995862,152.80654691,9,9.984399376,84.865079365,17
39065,20.288866725,4.6606317368,5.0345964792,7.5037707391,25.267894477,37.5,7.7,36.5,17.465508443,7,24.465482395,8.0184069067,36,47,18.2,95235,22986,20.846546257,96.622948742,9,12.292213473,77.80167778,36.5
39067,21.45330559,4.7714505281,5.1504209206,5.4986020503,26.943577608,37.7,7.7,27.7,16.753493082,8,31.621897314,8.1328363267,34,41,21.7,88045,20709,19.142946512,146.48271163,9.1,10.904684976,85.012448133,48.7
39069,17.494654243,4.1899028857,4.706965093,6.6326530612,22.172887572,34.2,8.2,26.8,19.322449306,12,16.508254127,6.3687560093,50,59,10.4,102376,31165,24.152542373,107.00005632,9.3,8.0666967102,86.721299036,28.9
39071,22.217366154,4.8982028266,5.2049464479,7.5599582899,27.423228401,35.4,7.3,30.2,17.215399738,10,34.697048162,10.00634408,32,43,22.7,89359,19621,19.208381839,92.253077049,8.9,15.89958159,82.063353676,43.9
39073,19.454559493,4.6360791476,5.2811167228,6.9864927806,26.483476734,40.2,7.4,35,18.078388701,5,29.562982005,8.0218137039,40,48,21.3,96509,22176,26.004464286,110.23594047,8.4,11.180124224,83.611019466,44.4
39075,23.942763853,5.0619523479,5.647136103,4.2618234131,29.086487333,26.8,8.7,23.2,17.281122735,1,10.6018334,24.099930455,36,44,13,110796,29975,5.7581849512,20.566492613,9.2,13.897763578,52.294315726,20.9
39077,20.024968929,4.5302599341,5.2942746296,6.7094515753,26.081950123,40.9,7.8,26.4,18.483482452,13,25.308961741,8.4950697325,43,51,15.3,97101,24681,22.45084913,nan,8.9,11.846994536,84.257411104,30
39079,22.541815715,5.09596108,5.3716139638,8.5425383543,27.387007432,42.8,7.2,35,15.87393856,9,44.085552161,8.6262947002,31,44,26.7,85180,17551,25.597138843,146.8905588,8.7,12.533744697,84.265734266,35.4
39081,19.656368271,4.5176315824,5.1794759371,8.5289683394,26.829879308,38.1,6.7,36.1,16.899452946,9,24.613359658,6.9492450428,36,45,25.4,93869,18766,27.341058566,112.22638264,12.2,10.700036271,83.664871598,31.8
39083,18.597600283,4.420704874,5.210809178,7.0606592549,22.997583335,33.4,7.8,26,17.928680026,15,20.174646191,8.6613842241,37,44,16.7,102694,25332,17.734414233,113.29677186,8.6,13.366336634,77.510583046,35.6
39085,16.187668013,3.7922097352,4.5147002462,7.2241401355,21.093970307,27.4,8,21.5,20.791683852,27,14.024947406,7.2317759356,47,53,11.2,116661,30821,23.959655046,203.06827431,7,11.182276354,86.602755315,32.3
39087,22.677252163,5.1372064699,5.445413052,8.8299260548,27.092453147,40.5,6.9,37.1,15.323788978,3,35.822857612,7.6541666667,37,46,22.6,85975,18913,27.664743395,163.39732364,6.7,12.747576907,87.056246642,31.6
39089,16.685178965,3.8745292689,4.7406659299,7.7001381517,20.928182221,33,7.8,24,18.879709984,32,19.509434891,7.1102304724,46,53,12.4,118423,27968,20.595367713,100.38404768,8.9,11.096453791,83.871006938,42.6
39091,18.892963658,4.2320912252,4.9263843742,7.3100936524,25.28433912,38.6,8.1,31.1,19.191453742,12,31.806484817,7.1670689047,39,49,14.6,106785,25467,21.125557559,104.25233699,9.1,11.973154362,82.395937159,27.6
39093,17.972533195,4.2228501396,4.7853346379,8.1278974048,20.653726799,35.9,7.5,25.8,17.980465411,58,22.431321035,7.3409269283,45,53,20.3,112539,24747,29.438383247,163.67247391,7.1,12.766136852,83.30588252,35.6
39095,20.343515692,4.5785634237,5.1033175074,9.7158238004,23.769187581,37,7.2,27.2,17.436741151,70,29.084705783,8.7599373559,46,51,26.3,102190,19207,35.803935383,824.39142546,8.8,15.446722914,84.145252708,20.1
39097,18.548119266,4.3823035296,4.9115967394,7.3988819467,23.746644202,33.1,7.6,27.5,19.841651058,9,21.40077821,7.1809801067,45,53,12.4,118446,33934,20.709798303,72.60824968,9.1,10.191082803,86.383001385,41.4
39099,20.162663728,4.4448508276,5.0376465157,10.693607468,23.195034825,33.1,6.8,32.2,17.154330997,39,25.085709507,7.0602011296,41,48,27.4,94258,19664,36.091347505,278.89667154,8.2,12.898454634,84.756848712,23.2
39101,21.627429333,5.0302817104,4.8736077619,8.8280647648,26.343780227,38.8,6.3,30.4,15.873861252,15,42.434529583,7.369848722,45,50,20.3,91440,19936,28.666520372,215.40529805,8.9,12.732793522,81.865364653,27.4
39103,13.655067734,3.5862972467,4.3709263741,6.7430441899,17.889989827,27.4,8.6,22,18.46751375,22,9.206100306,5.1059037436,47,57,7,136061,35536,15.962522988,57.368089072,7.7,10.440541747,86.869808507,43.4
39105,23.320874788,5.1452808213,5.5566407432,9.4832826748,28.329991122,41.2,6.5,40,17.471795203,7,29.671717172,8.6491208911,37,51,23.7,93224,17400,18.687274187,162.46240313,8.7,12.708669898,82.810873337,49
39107,16.402870604,3.9303394722,4.638409886,5.4281703322,22.42999803,34.2,8.9,26.9,21.17935578,8,18.213930897,6.3087809393,40,50,8.8,107399,30989,16.405284669,82.744204277,9.4,8.6121437423,88.210069863,20.7
39109,17.20383999,3.9312532227,4.9682168539,6.3558311472,22.099715776,35.8,8.2,25.3,18.883322859,18,24.860752615,7.5770259272,42,49,11.9,111944,28118,18.24976387,107.62963336,9.6,9.7188264059,86.103991576,28
39111,20.887444344,4.5920530884,5.2902543035,7.4345549738,27.070151293,35.6,7.2,31.7,17.46866187,6,23.681377826,9.0648581526,42,40,20.2,86649,19950,21.068859198,67.709900692,8.3,12.280701754,87.396775462,51.2
39113,19.537118247,4.5253919111,5.0066321123,9.2914033417,22.123305669,35.6,7,27,18.974396308,95,25.667262847,8.4052333805,43,49,22.5,102422,21427,33.833717263,399.29313028,9,14.87057876,81.923304225,23.2
39115,24.069547859,5.3098096802,5.8175933822,6.498951782,28.132053464,35.2,7.2,28.8,18.37292874,5,29.247910864,8.4022523315,46,42,21.4,77752,17886,22.728742321,229.82290118,8.4,10.384300899,83.253842077,48
39117,18.76692171,4.5217496705,5.2153055185,6.4227035101,25.350206662,39.1,8.5,32.4,18.31856928,13,21.536066424,8.8100368388,42,37,13.6,102424,29333,15.071358268,61.238960872,8.7,9.4287949922,82.589777804,53.5
39119,20.638737509,4.588217166,5.3396817507,8.1168831169,25.613015592,37.6,6.9,31.9,15.656685369,12,33.249290892,7.7695354699,50,50,21.4,89630,19660,26.248855428,183.30130963,8.7,13.406113537,85.592477488,28.1
39121,20.984305841,4.5934805469,5.1962980898,6.4516129032,26.406978722,38.1,6.6,32.7,20.248161762,5,29.288702929,8.4788029925,39,50,16,86252,22603,14.892816848,0,8.5,9.0818363273,82.880365761,46.3
39123,17.613936239,4.2281697855,4.8772630791,7.6329331046,21.116933234,39.5,7.7,27.4,19.243507819,11,16.555859731,7.1025818578,43,53,12.1,112511,26880,25.383707202,112.80067973,9.3,10.202915119,87.710089603,33.7
39125,18.442158568,4.4101735993,4.9534029076,7.4098360656,23.949826931,40.1,7.9,29.5,17.835809728,10,27.348394768,7.6552497855,38,46,13.2,96192,26015,19.964109466,97.174984383,9.1,11.594202899,87.356593732,35
39127,22.284945977,5.2046570641,5.5715783557,7.7201051248,28.155101129,39.3,7.5,34.5,21.833901129,5,31.721667946,7.5873399048,42,46,20.6,90962,18608,29.529729096,115.19907841,8.5,13.186003683,85.141686582,48.5
39129,18.584776776,4.3998839775,4.9616147982,7.8139754485,23.746185809,34.7,8.2,28.6,18.324770934,18,23.966740034,6.8786386028,41,50,15.2,114477,27496,18.910802695,126.65130433,9,10.223478038,85.218392696,51.2
39131,23.906177548,5.0981812646,5.6642638552,8.8669950739,27.856998001,41.9,6.6,33.7,17.746841744,3,49.427765799,8.2702464789,34,44,27.1,95145,19213,22.827257345,81.566068515,8.6,14.454009968,84.319039783,39.6
39133,17.042139551,4.3933717344,4.7495338803,7.9595959596,21.400418805,27.9,7.7,24.7,19.163915354,19,8.1335616438,7.4577581874,42,51,13.4,112357,24238,21.809100999,117.08172964,7.1,14.394791834,83.637111654,40
39135,18.220522913,4.4148953833,5.0971271807,8.3143136616,24.259472151,36.7,8.3,25.7,19.575242332,10,25.442980463,8.2121184399,39,46,13.3,102223,27401,14.105194945,74.0134169,7.5,10.294573643,86.11311054,41.3
39137,15.511910526,3.5962424837,4.488014313,6.4841968068,19.314012055,38.1,8.7,23.1,20.67580737,5,14.177939646,6.0133870736,48,55,7.9,116113,32838,16.335489834,70.683323345,9.2,7.2568389058,86.588904364,30.5
39139,20.596905393,4.555381808,5.0260776168,7.8193146417,25.830537371,35.6,7,32,16.58133548,14,35.109510206,8.6534337714,41,44,20.4,90933,22156,25.568051412,237.38822267,8.8,12.055850787,84.867603665,21.6
39141,21.913399787,5.04832398,5.5628265015,9.1850594228,26.513164474,38.9,7.1,32.3,17.075257061,15,35.581765174,7.900303661,41,47,20.2,96984,21119,23.747951193,247.32974285,8.8,13.093777388,84.720180339,31.8
39143,19.139639323,4.2993754335,4.8968814283,7.4000441794,23.527105554,34.8,7.9,26.6,18.203127289,20,28.106391425,6.5160250975,45,52,14.1,95830,25720,22.771906154,185.13375914,9.2,10.834738617,86.653493803,23.6
39145,24.237745542,5.5351815256,5.7198133842,7.9927188483,29.660358008,38.6,6.4,33.9,17.009746506,8,37.337367625,8.2034635713,32,46,30.1,91123,15061,28.056160736,188.20246901,8.5,14.765767257,87.462241147,31.9
39147,19.135067332,4.3706339066,5.0827317356,8.2426879381,25.120994469,37.8,7.7,27.7,18.179395174,11,23.740344412,6.7069065583,40,53,16.8,93688,25653,21.103255508,171.92524436,9,10.648686352,83.428703099,26.7
39149,18.188157499,4.2005194656,4.9654450371,6.6465256798,24.140437919,33.9,8.1,27.4,19.607299211,16,26.364681943,6.7972493235,37,49,11.7,111568,29298,20.0130751,125.0551714,9.4,10.340208947,84.705264009,19.3
39151,18.93175054,4.284865798,5.0432298765,8.4950039488,24.06625404,36.6,7.4,28.1,18.757076895,47,24.679616149,8.1978329017,44,51,18.7,104038,23420,28.228291928,327.60356311,9.5,11.780182195,84.95050184,26.3
39153,17.15658512,3.9110821723,4.8078405669,9.0484474418,23.28454005,31.2,7.5,26.2,17.341558613,69,20.266666667,7.3271449126,43,54,21,113343,23701,28.546887189,328.71369601,10.3,13.588467402,84.990249699,29.2
39155,20.636465164,4.6507614812,5.4193944809,8.6192865862,27.071560645,39.2,7.1,27.9,17.05721663,25,26.50573031,8.3330614589,42,49,24.8,90354,20211,28.052709348,237.33352125,7.5,12.605235844,87.370312883,26.3
39157,19.981850171,4.2626211678,4.7840530338,7.1664129883,24.640971419,34.7,7.6,26.2,20.404844014,19,30.525542851,9.3458071193,38,42,15.8,96139,23681,16.524960813,47.259238906,9.4,12.325581395,84.381119123,27
39159,14.795852918,3.4762571783,4.2672759139,6.5297297297,19.396698375,34.9,8.5,23.6,17.613619994,9,12.747765255,5.3612379398,43,53,5.7,145907,40707,12.653061224,53.823346112,9,11.292016807,86.709240377,38.4
39161,18.705548246,4.2901207187,4.9028877125,7.8464106845,23.948880912,40.3,8,28,19.037819077,3,21.861437068,6.8767147535,48,51,12,96397,25388,24.814196875,136.81810209,9.3,9.3437635811,87.66493699,25.4
39163,24.196758951,5.4888568591,5.8088832921,8.0859774821,31.258702749,42.3,5.2,33.5,16.728627785,3,33.684926846,9.3293368303,33,47,28.1,83351,19559,22.102061507,114.42520406,8.4,13.847675569,84.43306788,48.2
39165,13.827171419,3.3605253896,4.121639702,7.0702768482,16.570259869,27.9,8.6,21.2,17.167839589,21,9.8465049509,5.4212618948,47,55,5.1,161991,42756,13.854093772,67.59481338,10.1,9.3984263676,85.643841957,40.2
39167,20.269715424,4.6810630984,5.222022316,7.1979434447,25.345104238,36.3,7.5,29.6,19.304240383,14,24.112265468,8.2600672962,45,52,15.2,95271,21731,18.780096308,97.538006189,8.7,10.894405043,82.752155981,29.4
39169,17.856046376,4.4925997256,5.2339698937,5.9848484848,22.756496644,32.3,8,23.7,16.447300177,16,14.041985537,12.186760973,44,50,13.9,102280,26627,15.86446445,117.56755506,9.7,12.962749395,78.54186797,23.6
39171,19.029080957,4.4863446946,4.9871427989,5.703802535,24.451142693,38.3,7.7,28,19.752183465,9,27.693089431,7.3830585482,41,49,13.3,88854,27007,14.484579383,nan,9.1,10.448738945,86.640873919,17.7
39173,16.598203736,3.8326009671,4.9254192407,6.8550938621,20.513804995,35.1,7.7,23.7,19.246318875,18,9.469007211,6.4028516422,48,54,9.8,119307,26063,19.929911825,77.123846955,9.5,13.440270997,84.31698407,23.1
39175,18.260339781,4.3076237537,4.8622172643,7.3746312684,24.095794406,34.1,8.5,24.1,19.048287171,3,21.927920104,7.3478236066,48,50,9.7,97638,25978,23.29982259,93.207503204,8.9,10.103768433,85.297016396,28.3
17000,15.924086287,3.5757270926,3.8032863698,8.3523659998,15.884590165,29.7,8.7,21.6,21.536598479,1619,19.363334502,8.1194433799,43,49,15.6,132257,26409,25.324868451,403.07032297,8.7,16.910624786,72.946156228,41.6
17001,16.849900369,4.1379622464,4.4555417748,7.6627011896,20.535375038,37.9,8.5,29,21.567309921,8,24.990812201,5.5543703819,52,42,18.3,101188,25082,22.423304629,346.26928864,8.6,11.762563729,83.085998137,16.4
17003,26.006878867,5.3339540759,5.2296879192,9.1234347048,26.960569738,17.9,5.9,18.5,17.45534309,2,51.73807599,6.7909168809,40,37,38.9,66152,15790,41.935483871,1316.354271,9.2,17.283950617,82.644628099,49.7
17005,17.806192824,4.2210983676,4.468546493,7.9143389199,21.219152621,27.5,8.5,22.4,21.390754228,5,18.485390578,6.2168435013,44,46,16.9,104566,22663,16.070863651,39.246467818,8.7,12.561174551,78.592855195,38.3
17007,18.017551089,4.0706753849,4.1726864689,6.8295114656,18.766147304,33.5,8.7,26.3,20.658521134,7,16.47469459,7.5256353099,41,49,12.2,127732,30059,19.446499926,170.90824189,9.1,13.468733298,81.678008103,37.5
17009,18.898666783,4.1677201666,4.2991518104,5.7692307692,21.847984478,21.4,8,20.7,21.901298216,0,26.634382567,3.6997029436,50,31,13.4,110389,23594,16.549912434,134.39470692,8.1,6.7796610169,83.612740989,19.5
17011,17.195743222,3.9996818235,4.4228677692,6.4962279966,20.292576732,32,7.9,34.4,22.231796428,13,16.645507124,7.0954907162,45,43,14,104508,26206,24.883491032,131.69377231,8.8,9.7719869707,82.86259542,20.3
17013,17.40380396,4.228687495,4.6607453116,5.900621118,22.373815595,29.5,8.2,21.4,22.207813673,0,11.777301927,6.0283687943,36,43,12.7,113171,22569,12.685827552,nan,8.8,11.436170213,82.789764175,63.3
17015,16.253782434,3.9639324739,4.4619493633,5.035971223,20.888026673,29.2,8.3,25.3,22.548785055,6,20.656584286,6.9578370202,34,50,17,96736,24617,17.682709447,46.851208371,8.6,10.038022814,83.310088331,34.4
17017,20.753694417,4.496935561,4.7091413898,8.5690515807,22.318735843,32.9,8.6,23.5,20.346556596,5,34.682080925,9.0927278183,39,43,15.7,94537,23919,24.21952021,518.05458904,8.4,9.8837209302,81.908006814,26.7
17019,16.056257506,3.9444907474,4.2906123631,8.5023210359,17.450014405,30.4,8.2,21.9,20.638810667,20,12.165068874,6.2022640075,44,50,18.8,114024,18221,27.740095576,487.2054149,7.6,20.529353967,70.81091203,13.1
17021,18.017315879,4.3644205503,4.6358677086,8.5284280936,22.156035418,36,8.5,31.5,22.120946274,10,28.119507909,6.0334744908,46,43,17.2,96071,21902,20.623322398,184.74630041,8.7,8.6753059755,82.113316791,41
17023,17.342631987,4.2594317251,4.5820542498,7.8988941548,22.162830885,30.8,8.3,34.6,21.646144999,4,26.185627,5.7806721338,36,39,15.5,105801,25729,21.197902291,189.13274755,8.7,8.3700440529,81.227192864,30.2
17025,18.02434764,4.3087825455,4.7028655264,7.0240295749,22.562665787,28.4,8,35.1,21.2445367,3,37.65060241,6.5408925493,46,38,18.4,90888,20469,13.225058005,59.755004482,8.7,10.755555556,84.892328398,27.8
17027,15.587428369,3.8210730573,4.2630741588,6.7238421955,19.947621816,31,8.7,21.1,22.44041402,3,14.85013624,5.5440572728,48,41,8.8,117963,30439,17.921686747,146.249638,9.1,9.3056045118,84.37789778,40.9
17029,18.683634857,4.3544241854,4.6694121158,7.6068376068,21.928359138,32.7,7.6,24.6,20.339173022,9,15.76312048,6.8729822437,44,44,18.4,90952,17388,26.855161954,277.51205236,8.7,14.401333016,77.193698474,18.1
17031,18.379864456,3.8451065662,4.1352032438,8.9544207892,16.069215757,27.7,8.7,20.5,21.607415163,382,21.865054855,10.178884206,41,48,18.2,136188,24601,30.208694252,619.81359093,10,21.541123196,61.129326496,53.3
17033,17.412401048,4.1425704908,4.4689389097,8.2987551867,21.644930653,28.2,8.3,31.5,22.697720926,3,27.621195039,6.0723236663,44,41,15.8,102898,21143,15.83625101,288.53089685,8.9,10.95890411,84.534038334,15.1
17035,17.746060396,4.3328076172,4.7025226841,8.0267558528,22.628272686,25.4,nan,25.3,22.401527152,3,20.462633452,6.2629997689,41,40,14.4,99958,24736,9.7944377267,115.15961122,8.7,9.4515752625,84.710351377,32.7
17037,16.37026101,3.8605606053,4.3551770944,7.1845142077,18.618557059,32.8,7.7,19.6,20.451215268,17,9.4690049933,6.5237130684,39,54,11.9,119917,24561,24.883276268,275.76126675,9.3,17.985034741,80.811479848,38
17039,16.590990655,4.0568190008,4.5114202318,6.4543168483,20.60570235,28.3,8.8,25.9,22.048027421,2,23.340406184,5.9066042972,40,42,16.6,105492,26279,15.422596573,188.23201339,8.4,8.2774049217,85.752516885,35.8
17041,18.949481164,4.3697347649,4.6821324291,6.4321055525,22.237341866,26.4,8.7,22.4,21.368408889,4,18.404907975,10.249289997,47,41,11.4,105240,24089,15.943799633,223.22120601,8.5,12.203166227,74.544491525,35.8
17043,12.037115976,3.0753005973,3.6507390861,7.0211408166,14.207699809,26.3,9.3,16.3,21.26515059,50,7.889666839,6.2633195799,45,56,7.4,173238,40888,15.539023286,88.585961321,7.8,15.51501453,76.401032645,41.6
17045,16.937093159,4.1523381059,4.5636053588,8.3266613291,21.984572192,31.1,7.3,30.9,22.575860868,1,27.308558559,5.9774547612,36,35,20.6,90818,22010,27.104664391,293.76663913,8.6,12.516297262,83.782780802,25.8
17047,16.259283671,4.1097191523,4.5213367707,8.2089552239,20.913641526,30.4,8.2,25.3,22.577182573,0,29.480217223,5.837664934,43,36,15.2,95344,23515,19.479653102,nan,8.8,6.7615658363,82.560553633,29.8
17049,15.651703245,3.9892223544,4.3703313508,7.4262139003,20.314688788,28.8,8.6,21.4,22.967586954,6,26.258523139,5.8046079657,54,34,11.6,110239,26201,12.71312083,180.76428934,8.9,7.2862453532,84.612678121,16.2
17051,20.993036665,4.6992061626,4.9319510082,7.1051086318,25.240100066,30.2,7,25.6,20.951384602,5,33.910362817,7.795732862,43,42,21.7,95699,20584,24.595687332,135.33761902,8.8,11.945169713,85.161589251,30.1
17053,18.162599432,4.3481774279,4.6472712328,6.6019417476,22.140441994,29.2,7.8,29,21.62283,5,23.224503534,6.4364796397,45,33,14.3,102404,23342,27.278753729,252.25903614,8.4,11.521547933,77.073640302,35
17055,20.091216335,4.6348748916,4.8769734082,8.2502266546,24.665018948,33.2,7.5,29.8,20.261624624,12,43.90059291,6.7122477155,41,37,23.4,86273,17145,23.362420012,160.30824181,9.1,12.909146528,82.840542285,35.9
17057,19.0829259,4.3943865463,4.7116468553,7.685702018,23.101015159,25.3,7.8,25.5,21.495054254,12,30.361950344,6.786151356,42,36,18.1,95772,22010,21.714038378,115.29038766,8.6,10.838663824,84.982129611,38.3
17059,20.624926297,4.8229935534,5.0232120638,7.3569482289,25.000617055,26.2,5.3,23.1,20.53690478,1,34.773445732,6.065318818,41,31,26.2,88792,15945,34.104046243,179.67434026,8.7,6.8281938326,85.260115607,40.6
17061,18.457325386,4.3849369609,4.7430662946,7.7173913043,23.422675057,25.3,7.9,23,21.749087471,5,24.208566108,7.2231453426,42,35,19.1,91722,22008,28.142176621,202.94648226,8.5,9.4395280236,83.99137359,45.7
