FIPS,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,Teen Birth Rate,% Uninsured,% With Annual Mammogram,% Vaccinated,% Children in Poverty,80th Percentile Income,20th Percentile Income,% Children in Single-Parent Households,Violent Crime Rate,Average Daily PM2.5,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone
37079,27.173061574,4.8648913555,5.0044867202,10.914051842,25.054581464,29.1,nan,27.2,15.679615943,4,33.727227967,19.594685277,44,52,30.4,77728,17358,36.760269204,nan,8,17.482993197,81.68190128,41.5
37081,18.649482023,3.741732235,4.4950175398,9.6726121175,18.487006479,34.9,7.3,20.6,17.248208478,95,16.772846705,11.457061317,45,55,23.1,107986,22970,34.235153122,452.63944714,8.4,16.169154229,82.043827994,23.5
37083,28.828588781,5.0629304949,5.1750647656,12.401923564,26.083489247,42.3,6.1,32,14.546175048,23,39.985017324,13.292657489,45,48,37.5,74814,14255,50.947349244,461.36895744,8.2,18.556944117,83.798462118,33.9
37085,21.297931576,4.2441339384,4.798384551,8.6441455212,20.418466271,34.8,7.6,25,18.344483586,41,23.392560399,13.953795031,41,49,20.6,98005,22550,24.896765313,242.52905924,9.3,14.444071213,86.456763545,50
37087,17.102196841,3.8920308781,4.6788538199,9.4047023512,20.870911238,32.7,7.4,24.5,19.229377335,5,25.586966938,12.323110671,46,50,16.7,98483,21331,19.812426729,277.51690061,8.6,14.948649677,82.413806125,31.8
37089,16.936133894,3.7688676736,4.2555512029,7.6068032677,18.481099281,29.3,7.8,22,19.811192266,14,24.072709408,14.561315994,49,53,18.1,103670,25389,21.128549397,120.84565201,8.9,12.937977199,80.651859189,26.7
37091,26.873707875,4.6608731965,4.8621365975,11.153358682,23.978467945,48.5,6.6,41.7,13.852761518,12,21.753794266,12.316377322,47,44,28.3,75127,15721,50.208653635,303.97721234,7.5,19.313063063,82.832295469,31.9
37093,23.694265606,4.4617061633,4.7601215815,9.4372431236,22.249690618,36.7,6.8,31.9,15.785280731,26,29.72972973,15.281976441,45,41,22.2,91907,18259,25.206639339,123.94172832,8.6,16.316546763,82.87578653,48
37095,23.981952647,4.5219960885,4.8324917985,6.9204152249,23.942662192,34.1,4.1,34.3,17.79264259,1,24.137931034,17.1883893,38,51,28.1,79486,17082,21.448212649,nan,6.4,13.623978202,79.21108742,27.2
37097,16.985591051,3.6202115089,4.4430717068,8.4326235683,19.242954459,35.4,8,22.6,21.717475481,31,19.757303829,12.069610029,45,53,11.5,119660,27021,20.534635397,254.11494634,9.9,13.334384112,83.232957913,33.9
37099,19.079872112,4.2206359885,4.9061755631,8.4084084084,21.804055943,28.4,7,28.7,18.3524516,8,16.438356164,17.350618969,36,47,24.8,90479,19541,32.119944212,214.27274378,9.7,15.813810111,80.170171255,22.9
37101,20.218830952,4.1247466165,4.6214034703,8.4059045149,20.290181122,34.8,8.2,25.7,18.91602443,48,22.300603027,13.579765197,45,53,18.1,111255,26862,23.106811514,184.85167122,7.6,12.737003058,83.040115633,49.6
37103,25.049251595,4.7805021044,5.2409305462,7.2948328267,24.949373266,42.3,7,25.7,16.249267046,3,23.535851122,15.765765766,52,53,31.8,80052,14117,32.887402453,nan,7.1,18.192771084,84.214876033,47.6
37105,22.790603368,4.3573296948,4.7266236191,9.8635693215,21.048019535,35.1,7.6,25.5,16.913570699,21,31.289958631,16.154547617,43,54,21.1,97359,22129,29.107215654,180.80155355,9,15.029967727,81.964481805,36
37107,26.203341141,4.8887008313,4.9612980104,10.880250223,24.340990896,37.3,6.6,28.4,16.010177831,12,36.281558268,14.212920837,47,51,37.1,78554,16659,36.307271117,752.81220458,7.8,16.698903933,80.745756671,27.6
37109,18.838056202,4.0148382553,4.6964435264,8.2441676899,21.670334771,31.9,7.9,22.4,19.555935042,25,21.933241445,12.371073947,48,57,13,112758,25267,19.307070593,153.24818172,10.2,11.632,86.673295599,52.4
37111,20.813418169,4.4070168398,5.0623724171,10.200190658,23.80321807,40.4,7.6,30.1,17.779586815,6,31.007751938,13.826851404,44,43,19.8,85792,21050,26.376121986,157.62317855,9,12.381747357,84.085927225,30.4
37113,19.422122688,4.1367429862,4.8729210057,8.6419753086,20.57019573,30.1,7.7,23.3,18.20667449,10,30.986372485,17.874995001,41,47,22.9,88480,20484,21.894238358,110.02552592,9.5,13.180792781,82.142340518,26.8
37115,19.489339157,4.2252040865,4.8430410606,8.4233261339,21.87008442,32.1,7.3,23.7,19.224379229,8,21.444029117,12.529743269,41,42,19.7,91571,19518,16.841298237,32.944754181,8.4,13.421210306,79.045063178,48.2
37117,24.34811228,4.6109945559,5.1019044861,12.117647059,24.030854621,39.3,7.4,22.6,16.192105162,8,33.876500858,11.980440098,49,51,33.5,78891,16629,43.412342515,432.47409437,7.4,12.883116883,85.663773706,38.2
37119,15.205642436,3.0942744913,3.5795442533,9.4350193635,14.868912581,28.9,8,17.7,18.094980594,169,19.580365802,12.973817368,44,53,13.8,135577,30263,27.967174678,583.79122539,9.2,15.897396999,76.962602615,37.4
37121,19.477129881,4.1828913183,4.7938055444,7.8014184397,22.195860871,28.4,nan,20.5,18.603080162,0,30,14.509028838,40,39,22.1,84589,18719,25.195729537,nan,8.4,12.128325509,83.016456303,32.2
37123,24.220268908,4.639529831,4.9799923242,10.462287105,23.609698135,32.9,7.9,32.8,16.275141801,6,39.192795197,15.370018975,49,52,24.2,82151,18946,27.523387494,237.36412788,6.5,15.522800553,85.930351975,30.5
37125,17.183699685,3.6652375172,4.4040775514,8.380401944,18.162160963,26,7.9,24.8,19.255855877,28,20.852017937,11.887449468,52,59,17.1,113799,24815,24.111491537,155.40525751,8.7,13.054864476,81.644436065,34.9
37127,21.156246097,4.1944369488,4.654565721,9.6826034552,20.70760555,38.1,7.3,25.8,15.828758879,37,27.94222117,12.069751844,45,56,22.1,99968,20280,31.509479242,444.15117775,8.7,15.130151844,84.791280809,25.9
37129,16.420608655,3.6905036005,4.4451454003,8.0830670927,20.064031421,28.6,7.4,23,20.019921363,26,13.228716549,11.746680286,52,59,16.2,115169,22202,28.705943128,446.98656747,5.3,19.11098991,81.259905635,18.2
37131,27.168237049,4.7904968384,5.0745805399,11.731843575,25.34226249,39.8,6.5,36.5,15.665242985,12,37.934968625,12.466517049,47,50,37.2,75061,15043,50.339943343,253.40416438,8.1,16.099773243,82.787810384,40.1
37133,20.289149914,4.1428859658,4.6074827522,6.8881204373,20.19333192,28.6,6.9,20.2,18.358973942,35,47.710261095,9.8943561435,42,44,17.9,92644,25054,23.579665011,209.04716953,7.1,14.08986449,71.614131968,29.9
37135,13.846034202,3.2189256002,3.9965920494,7.5142406981,15.072236108,21.8,7.9,15.6,19.307676445,20,4.4180287271,10.42420867,48,62,13.3,162727,29014,20.305477528,159.92480728,9.4,17.053297546,67.564143174,32.5
37137,20.626528582,4.274336091,4.6909751332,9.5563139932,22.046917893,37.9,7.6,33.3,18.329230902,5,22.842639594,13.243341846,52,60,28.4,99341,19044,19.097042034,165.46269018,6.7,11.862835959,81.255337319,40.5
37139,21.328486734,4.2356557377,4.858394868,9.3548387097,21.011824467,42.3,6.7,28.9,15.925458552,6,22.570194384,11.593548387,50,45,24.1,95906,20334,30.592930445,382.18322165,7,18.284347232,82.032775247,35.9
37141,18.203531078,3.9344414785,4.471048061,8.8584474886,20.62011447,28.9,7.9,29.2,18.810244829,21,22.157054415,12.798481367,45,50,17.1,114981,23716,20.391019923,149.85014985,6.9,16.43315127,81.168955361,52.2
37143,20.878473709,4.2793384354,4.855497819,6.9524913094,22.681992559,33.8,7.8,29.4,17.64838181,1,30.354852501,13.613912328,49,49,26.3,96159,18886,28.37944664,150.97188149,6.9,18.027210884,81.631097561,46.8
37145,21.586382879,4.3876824724,4.8939481826,9.8132427844,22.487270566,33.6,7.4,28.4,17.044774491,5,34.482758621,11.717781662,46,58,26.8,97095,21703,30.204326923,225.33705076,8.9,16.550412175,84.615384615,48.8
37147,20.230728915,4.0653491675,4.5453947138,10.467660331,19.647497921,39.1,7.4,24.9,16.518501356,23,17.092128044,11.840817366,48,53,24.1,100926,18037,38.161581773,414.16627092,6.9,21.393794056,82.529983346,22.6
37149,16.490932304,3.6662461319,4.4528040808,6.9614299153,18.393764794,32.5,8.3,27.5,19.52290584,2,22.308979364,14.008635945,40,50,20.7,94730,25061,15.619442798,63.43245712,9.3,12.619181155,79.970562983,43.1
37151,21.171674295,4.1664621411,4.7540725287,8.4190406844,22.620111512,32,7.3,24.8,17.613515068,30,28.261773075,15.742295959,41,55,18.9,89489,21409,23.097258084,156.13950329,9.3,12.580818966,84.110900444,32.9
37153,26.606749927,5.0824895374,5.266240727,11.727583487,25.820244957,38.3,6.7,35.1,15.926010017,9,40.726302831,13.572053882,48,47,42.7,77375,14555,43.016431925,494.26089993,8.2,17.256396298,86.792130998,30.7
37155,31.240705067,5.73329848,6.0194299519,11.948779512,29.995429917,38.7,6.5,37.5,15.388686695,70,41.458369247,18.517824343,38,40,48.1,74871,13321,38.626738353,461.3814325,8.5,16.007798115,86.912849581,31.3
37157,22.422985809,4.5693043141,4.9937714596,9.4398502106,23.171934425,38.1,6.8,25.6,17.403664043,17,27.110086708,13.314284914,41,53,25.5,85488,17952,30.228556063,245.34995524,8.8,13.145855759,84.454720216,39.4
37159,20.891819811,4.3741500283,4.7559077335,9.7474884605,21.247146813,37.2,7.1,23.8,17.319597937,24,28.609096902,13.60031263,47,51,19.8,92933,21455,31.618962433,390.51458665,9.6,14.063706564,82.989774918,33.6
37161,22.321833563,4.4809890811,4.999361636,8.7521294719,23.713066269,32.6,6.7,26,17.299887305,6,31.98938601,13.952901435,41,51,28.1,82840,17773,25.620374401,195.9965299,10,14.436686167,82.431613245,32
37163,27.24134962,4.7716454556,5.1042003243,8.9422407794,24.243717949,39.1,7.3,30.1,15.620193708,19,41.878614731,18.766792838,46,49,26.1,80950,18714,26.038246088,227.46726691,8.6,17.605633803,83.951312972,35.7
37165,28.114749922,5.1054366022,5.3868678749,13.787587972,27.254561756,46.5,6,28.4,14.993319578,11,46.210957501,14.480746791,55,42,46.3,77896,13453,48.035914703,694.28538708,8.3,21.242937853,86.637047163,25.6
37167,19.958108534,4.1400751389,4.9542794861,9.6330275229,22.296113456,27.7,8,29.4,18.084792976,9,26.36148382,12.960951112,47,52,16.7,99083,24265,26.315789474,266.12098424,8.9,15.423302598,83.491017328,39.4
37169,20.211703982,4.3725867934,4.885997308,8.4002921841,22.679725163,35.2,7.7,28.6,19.315163677,11,19.098712446,12.373794032,42,50,17,88522,20747,29.804855911,216.91739872,8.4,12.088197147,88.540665257,46.4
37171,22.690861197,4.6112107672,5.0449095981,8.7857279877,23.845907833,28.9,7.6,31,17.280541135,19,28.961256275,15.154029482,41,52,22.6,89326,17471,24.970638131,173.0781118,8.4,13.365236712,86.392168342,33.9
37173,25.478855565,5.1425434954,5.536650162,8.1294396212,27.404535276,28,7.7,22.5,17.203001693,0,54.135843981,19.290543507,23,42,27.4,85428,17443,32.417412782,195.11835953,9.2,13.174748399,83.403093722,18.2
37175,18.006859602,3.861495641,4.6575900077,9.0909090909,20.685079144,24.5,7.9,28.9,19.695160864,3,21.276595745,16.590701914,44,54,20.3,94037,23745,32.881040892,131.47356172,8.4,13.132743363,81.565358513,34.3
37177,27.793420339,5.0137789564,5.1261438313,6.4748201439,26.123096429,24.2,6.3,32.6,15.592100259,nan,30.150753769,17.07957958,38,43,34.9,77816,15468,31.403508772,211.18012422,6.4,16.883116883,80,37.7
37179,16.02050073,3.4484952282,4.0948186398,7.493352671,17.148326824,35.6,8.6,21.4,18.308122217,30,12.266716104,12.294842164,44,53,8.8,151017,37018,15.37483309,188.22616028,9.6,12.128612129,81.84671794,48.6
37181,27.16998745,4.8464762961,5.0313653182,12.417134115,24.770293862,28.5,6.6,38.8,14.152300875,16,43.461237275,13.160636351,36,48,31,77157,16328,41.188679245,580.75004204,8.7,18.790369935,81.222851487,27.8
37183,13.554491249,3.1852057639,3.8593195053,7.7840806771,14.341352926,27.6,8.3,15.4,18.30917533,95,11.790841421,9.9658317941,47,59,9.4,153621,36637,20.855550733,114.89266517,10.1,13.222242584,78.95957677,36.4
37185,25.830550945,4.6997545348,5.0045465169,11.572942135,24.214233848,46.9,7,25.2,15.457931175,8,30.147895336,16.477109128,39,46,32.7,79927,15148,49.216817807,210.53753698,8.3,16.431637032,80.503678551,44.5
37187,26.891750355,4.8322452531,5.1092487681,12.067039106,25.240497193,40.2,5.8,34.1,14.908981259,2,43.496621622,12.83829884,41,46,36.4,68605,11095,58.229426434,284.83266081,6.9,19.425837321,77.605012764,27
37189,18.670799306,4.1237282776,4.8419074095,7.7786688051,20.383911117,20.8,7.9,16.9,18.658971281,12,4.0364642387,12.800851455,43,56,14.3,100971,15818,19.536191145,120.79574195,8,22.84800787,74.614283442,21.7
37191,23.609943188,4.508738771,4.885436495,9.1294565594,22.100928709,39.7,6.8,28.6,15.45628895,22,33.639602475,14.836789324,42,47,30.2,88242,19125,33.385558583,407.01725622,8.5,15.40401387,81.612580573,24
37193,22.864718164,4.6246044682,5.1353989855,10.054690787,24.562029737,38.9,7.2,30,16.71218347,14,37.026302442,15.325156389,45,53,21.1,83585,18173,22.550067707,209.48653976,8.7,13.830361967,84.722222222,30.9
37195,24.877280075,4.5356955386,4.8042055057,11.381628081,22.485008664,33,7.2,33.9,16.18093381,17,32.31588381,14.667282099,45,54,32.2,91276,18137,39.55399061,403.24606804,8.6,16.541939507,83.41844053,23.3
37197,22.072534189,4.4446793268,5.1293886377,9.6713260295,23.324945175,33.7,8.1,22.3,17.689330957,10,28.312863607,14.516671148,47,52,23.8,88217,21455,24.247765328,254.81431973,8.7,11.791237113,82.800100768,40.2
37199,20.706510541,4.3438897761,4.9964295001,8.9000839631,23.485072571,24.3,7.7,26.3,18.207665967,6,33.007334963,15.128926751,41,38,22,80726,19403,23.256519102,42.744785136,8.2,12.675116744,84.078983706,37.4
47000,21.175973234,4.7187787359,5.1769023715,9.1650131103,20.780754689,33.3,6.2,27.2,17.125754958,1278,28.800525232,11.993003327,41,50,19.4,105727,22395,28.515775433,620.76977725,8.8,14.189530052,83.086032126,35.3
47001,20.968812865,4.7117472068,5.3086440477,9.2268877275,24.389787919,33.5,7.2,27.9,15.462586818,13,33.076074972,11.557921889,48,58,21.9,100322,21148,30.08838541,400.72801584,10.4,13.450196592,86.311882745,36.9
47003,24.593911458,5.2605188424,5.4846664074,8.6033519553,26.273946007,34.4,7.7,32.2,15.800384684,18,40.745597602,14.661251885,42,47,19.2,93976,24449,26.112469438,425.26432469,9.2,16.236811254,79.325343575,33.5
47005,27.229465552,5.8605889351,5.9858973531,8.2746478873,29.892995642,33,6.8,26.1,15.3234798,8,45.334215751,12.741154257,35,50,27.8,73911,15469,27.754842807,151.52920803,8.2,15.309932786,88.506355932,30
47007,26.523381781,5.6929520939,5.790824444,7.7012835473,28.415881289,37.2,7.2,30.5,15.848151989,5,37.593984962,17.652062952,40,37,40.6,89020,16744,22.290021536,173.10397057,8.9,14.36227224,76.015876016,51.3
47009,19.574206532,4.719831003,5.3034723309,7.9212402399,21.991439829,35.9,7.6,24.9,17.249362854,30,25.780642294,11.398292383,46,56,14.1,106893,25442,20.717793729,353.53913143,8.6,11.914297157,86.813168588,35.7
47011,22.206438721,5.0442226666,5.4172987893,8.7443946188,24.58979097,37.2,7.1,29.9,15.874333386,17,29.689878997,13.58999441,43,46,17.4,97862,22660,25.812807882,554.09123266,10.2,14.072952165,82.611675285,25.9
47013,26.848980884,5.7301111187,6.1256860879,9.778357236,29.407725013,31,6.6,31.4,15.031758511,8,45.454545455,13.102263148,41,41,31.1,81580,16692,26.729903928,418.61456127,9.8,11.170716314,82.746059081,44.2
47015,23.656680386,5.2671458642,5.7575349472,8.7892376682,27.244233353,38.8,8.1,25.9,16.422732824,10,32.039200905,12.519240636,41,48,19.5,92470,21297,19.178535939,177.18314952,8.8,9.9908340972,86.473354232,62.5
47017,24.821287248,5.3315933337,5.6832809606,7.7137546468,25.777938496,33.8,7.3,32.8,15.247202399,3,28.294513053,11.520998865,39,53,23.6,82940,17691,23.419322205,253.5595865,8.4,14.17844523,87.29969783,35.9
47019,25.856046665,5.5689934889,5.8149537554,9.1860465116,27.84343332,38.1,5.7,30.2,15.511265045,13,28.264179673,13.198487625,45,45,27.6,76893,15782,23.409500332,270.6788062,8.7,14.579831933,86.041078984,30.8
47021,20.336103246,4.681878184,5.2791212943,8.8702147526,23.91212382,30.3,8.7,19.2,17.996375068,8,25.247867189,11.688501153,35,51,12.2,106633,29907,19.285232637,282.82320407,8.8,12.713019768,82.258227848,60.9
47023,22.304796475,5.143253398,5.7270216963,6.4665127021,25.227187539,34.5,7.6,25.5,16.584207638,3,21.373766898,12.568800422,36,47,19.2,92009,20229,26.867219917,263.3462144,8.1,11.666666667,84.68650679,42.2
47025,25.774651375,5.6202138742,5.919889199,9.4782608696,27.9170445,30.6,6.6,28.5,15.238436788,6,33.876500858,11.822619343,35,40,26.7,72232,14714,25.485638386,317.0577045,9.7,14.928818776,86.701267761,32.1
47027,28.459841286,6.0641266159,6.1699636286,10.671936759,30.584828677,32,7.3,32.2,15.020361933,3,29.498525074,13.264772529,36,45,28.1,72304,13486,21.032258065,283.26788129,8.6,12.460567823,82.710456776,45.7
47029,27.485602158,5.9630304805,6.2175812958,9.2472296523,30.547681193,41,6.2,31.5,15.264441912,20,46.474124029,11.87751871,46,48,41.3,72696,14693,36.621067031,607.66593955,9.3,13.262508568,84.573581625,43.9
47031,21.882622376,5.0255126967,5.5245567662,9.248434238,24.602190828,30.7,7.6,34.3,16.432455449,19,40.805829404,11.615308696,36,51,21,94816,22868,27.248657236,458.32986814,9.1,13.070683662,85.818077334,33.7
47033,26.81906548,5.6203905635,5.8379560861,8.1364829396,27.422117574,46.2,7.9,39.1,15.530187524,3,35.109331691,14.442032132,40,42,23.3,90553,20342,32.955865273,403.5843765,8.4,13.981481481,89.421791444,31.3
47035,21.974339489,4.9842028362,5.4971034281,8.2271762208,27.020178642,34.6,7.3,30,16.626163815,16,44.818219808,12.657670871,48,50,22.9,84247,21145,28.41451767,296.79699429,9.1,12.46267171,82.175567141,23.9
47037,19.405585314,4.3855371908,4.9531750808,8.898003361,20.474219607,29.2,7.7,22.8,16.853110834,115,27.656499353,13.977152089,39,52,18.1,117554,26938,33.575146749,1104.5843064,8.9,16.693175378,77.943121072,35.6
47039,24.260638399,5.5038403696,5.785030809,8.1632653061,27.58633906,33.6,7.6,34.7,15.56681788,5,29.761904762,12.461834219,35,48,23,80813,16036,18.792483007,257.2678158,8,13.347457627,84.877823882,33.9
47041,23.925979122,5.3224244459,5.622555513,9.5025510204,25.709170471,35.4,8,28.1,15.631387616,4,40.648246546,15.19277183,37,55,26,92712,19480,22.041385724,303.10880829,8.8,11.548913043,82.059380922,40.2
47043,22.355483122,4.9662633946,5.5218414069,7.665825109,25.169954292,27.7,8,22.1,16.300216653,13,32.109227872,12.657885849,42,54,13.8,99796,24854,21.417502651,497.12371446,8.4,12.664214398,83.206566112,46.8
47045,24.211321635,5.2969157524,5.640330101,10.869565217,26.526294289,37.9,6.5,37.8,16.52762461,8,38.870948451,10.967421862,30,49,22.6,86620,18649,33.139339675,771.41430336,6,12.463295269,87.371503333,22
47047,21.37102444,4.7832933198,5.080856096,9.5503659812,23.019309359,44.3,8.2,31.2,16.471778213,11,23.186766577,9.8939034046,36,50,16.7,125567,24253,30.009042759,258.37810182,8.7,11.335764004,86.807235857,60.8
47049,27.28742036,5.7982712475,6.0171984842,8.5365853659,30.149408732,30.7,7.5,27.3,14.663654141,5,36.353916065,13.396239903,35,46,28.4,70020,16595,19.552782111,167.28002676,8.6,12.389979689,82.020523197,33.4
47051,21.132859768,4.7584555682,5.229217411,8.5430698334,25.266998814,32.9,7.6,25.4,16.810460812,8,22.504985282,11.544318254,41,53,18.2,96080,21308,23.374007819,381.55956435,9.1,11.056661562,83.075558512,31.9
47053,24.032686927,5.0323915751,5.2535417034,9.0081456636,26.155942198,40.9,7.3,32.3,14.543226942,8,35.021253003,11.114482201,44,52,18.1,89236,17871,31.529332548,553.35248655,8.6,13.148340249,85.767715554,35.6
47055,23.23945117,5.0722379829,5.4097225542,9.5706618962,25.457870645,32.9,7.8,40.2,16.089206657,12,33.252623083,11.994790536,39,52,20.1,92117,19749,28.414853591,311.2177481,9.1,10.732758621,83.902950185,35.9
47057,25.466268583,5.463590851,5.8338272051,9.3457943925,28.198690161,29,7.9,37.8,15.816871548,1,40.152534769,13.692172769,41,42,25,83396,19294,17.386678017,210.36946137,9.9,11.251372119,78.148774303,53
47059,24.514759668,5.388990627,5.8625468601,8.5111014367,27.297977486,37.6,7.5,32.4,14.418105166,15,30.041093949,12.567174949,44,51,24.3,84221,17925,30.640520896,317.16799673,9.5,11.767935578,87.712583499,29.6
47061,28.025147515,6.0189016254,6.2588894309,10.498220641,30.618481801,33.3,7.3,21.8,15.0747931,1,49.924924925,14.963292117,37,38,28.5,87667,14198,23.842432619,402.02501489,8.8,13.585291113,81.060911658,45.8
47063,25.283758832,5.3759888618,5.6840320224,8.4859813084,26.91848018,34.7,6.3,35.7,13.710013835,7,39.264450976,14.441705504,42,47,20.9,87866,19862,27.034630585,475.8715777,10,14.972273567,86.5237366,22.8
47065,19.538674536,4.7030950878,5.2714432176,9.7203952916,20.462121814,31.2,7.2,24.1,16.618153135,56,24.29749682,11.852547146,45,52,18.8,111219,23309,27.016898065,662.6181939,9,13.460639407,81.605408437,24
47067,27.72212894,5.9466752413,6.2255145968,9.1666666667,30.755678879,28.6,7.1,23.1,15.846036698,10,48.161120841,12.205911924,24,19,35.8,77568,13214,26.853851692,121.34081602,9.1,11.829944547,82.020389249,46.7
47069,30.20952613,5.9366338786,5.7526065604,11.590909091,29.787356363,35.3,5.9,32.9,13.745680075,7,36.845373629,12.07131434,39,49,24.1,76360,16512,38.408807644,626.11460029,8.3,13.824884793,86.27998477,41.7
47071,24.776373277,5.4314978333,5.7448229687,9.6756756757,28.575873867,34.7,7.2,36.9,15.594571566,13,34.00680136,12.763788358,40,46,26,85496,18567,27.317349443,521.30596799,8.3,12.895256917,85.037328909,27.4
47073,24.332546388,5.4204101828,5.7465762507,8.4337349398,28.071168171,32,7.1,34.7,15.283816201,18,35.211267606,11.672189188,46,41,30.1,81365,18553,32.145041503,275.32893866,9.8,13.540106952,88.58325667,34.5
47075,28.657320512,5.5091793111,5.5840536264,11.632796076,27.000439193,47,6.8,30.9,12.858199752,6,34.447300771,11.458333333,36,38,29,74121,16327,49.237309327,1088.4051533,8.4,15.341308937,88.003865268,39.5
47077,24.111940863,5.4090435774,5.7203323036,9.8731884058,28.223237613,38.4,7.4,33.5,16.315945346,9,32.79532967,12.20598717,36,42,21.9,84487,19093,22.401377583,446.26982434,8.2,12.378752887,86.137906395,39.9
47079,24.132229257,5.3532975911,5.7203585466,8.2363087538,27.084219301,34.4,7.1,34.1,15.839606703,15,38.579720041,11.61903981,42,53,28,83198,16879,31.172516804,334.07918454,8.4,10.938079347,83.576523995,19.8
47081,24.357701259,5.3166690128,5.8138446704,8.3985393845,27.121760069,38.1,7.6,26.4,16.657042152,9,36.776527331,13.503916449,37,46,22.4,87100,19669,32.533333333,383.236494,8.2,14.725643897,79.961188847,60
47083,25.34189957,5.5078562537,5.9483423993,8.3191850594,28.727921494,25.4,7.7,28.5,15.951718606,5,27.341477603,12.706499923,34,50,24.8,79277,15904,27.22095672,219.96822681,8.1,10.5,78.035470668,58
47085,23.135745556,5.2137395051,5.6213367711,9.148486981,26.62452534,35.9,7.6,32.7,17.075116963,10,35.343618513,12.788144896,39,48,20.7,87625,20838,9.5001308558,259.24598031,8.2,11.181882519,86.680299932,47.7
47087,25.430485627,5.6192641352,5.8910089429,9.7488921713,29.049840018,36.8,7.6,35.6,15.377917913,4,26.204960225,14.08419167,35,46,23.8,74885,15188,22.122216959,169.49152542,8.7,12.814895947,86.083685943,53.2
47089,22.785305015,5.2654348023,5.6419170006,8.5893060296,25.391526998,42,8,28.4,17.083127795,11,25.576519916,12.471076549,48,50,19.3,96105,22503,20.721484412,247.17680689,10.1,12.220009955,78.842598564,40.3
47091,26.740297585,5.6853577067,5.9785254577,8.7235996327,29.545863615,29.6,7.2,26.4,15.850409116,6,42.064333687,13.205653592,42,36,35.6,74459,13964,19.38116287,627.67954717,7.9,12.833453497,82.804138423,32.8
47093,19.17683271,4.302701576,5.1729595508,8.2258818354,19.133932084,29.1,7.5,21.9,19.477711113,77,19.144868925,10.307433502,50,57,15.7,113019,23492,25.335060023,505.64787656,11.1,13.443764912,82.959511779,26.9
47095,30.445911546,5.9587995176,5.7858279399,10.199556541,30.890243195,34.9,6.9,31.7,15.290484673,2,77.806122449,11.60164271,34,51,40,78628,12532,48.576850095,209.75353959,8.5,13.394919169,83.776144715,22.3
47097,30.211082218,6.1601990903,5.9070284115,11.308097748,29.643961792,47.4,6.6,36,13.525891877,12,43.631245602,12.565846673,30,47,24.8,77602,16389,40.428380187,680.64551542,8.6,19.228791774,87.581405794,31.5
47099,25.090366214,5.4561999939,5.8394024107,8.4556962025,27.507263526,37.2,7.7,41.7,15.908216944,4,34.494015234,12.42643539,39,49,22.6,85427,17870,20.662750138,462.40047184,6.3,14.068322981,84.060003659,35
47101,24.57056462,5.4489856713,5.8788799824,8.6638830898,27.566916105,42.9,7.7,30.9,15.933306609,1,45.226130653,13.07488051,35,39,22.8,80982,18760,35.99695586,484.39408618,7.8,7.7170418006,81.323038397,36.4
47103,23.469568801,5.1405102779,5.6344758704,8.2408874802,26.538266296,35.4,7.6,35.4,16.636686791,6,30.519577192,12.318334008,38,53,18.6,98355,23348,23.645709767,463.13422014,9.3,13.987550348,85.445818968,39.3
47105,19.778611631,4.6892105765,5.2195848272,7.8008298755,22.304263819,24.8,7.7,26.3,17.589205559,13,31.246609526,13.092788808,57,58,14.2,106131,26632,17.950461389,221.17211478,9.8,12.369337979,85.108607824,32.9
47107,23.770116219,5.2462724832,5.6414546314,8.7160493827,26.205099491,35.9,7.4,34.5,15.20548981,13,36.739380023,12.716363896,43,45,20.1,88489,17514,25.450169371,515.0377726,8.9,14.594594595,86.909912508,29.4
47109,26.603370085,5.8222992608,6.0510428993,7.0175438596,29.048621114,31.6,7.2,38.1,15.716136119,8,30.763314747,12.979863109,36,48,24.3,77489,17497,24.021854071,372.85607755,8.4,12.233779099,87.933440687,35.8
47111,26.385350287,5.8345699945,6.0490516008,9.5155709343,28.960805638,35.6,7.9,38,15.193476203,2,56.302357296,14.397254824,37,48,20.6,86182,18438,18.87966805,287.6546414,8.8,12.827510917,82.110756741,43.8
47113,23.562260084,4.8531002191,5.3221646504,9.8953488372,23.239157477,40.2,7,30.8,13.567359494,27,27.041942605,11.347397958,45,53,28.9,96073,20108,39.386212549,833.77421455,6.5,17.205604958,83.274136261,15.5
47115,23.564348912,5.3715516588,5.718386365,9.2625899281,27.208176097,32.8,7.5,33.8,16.690941532,9,40.412876137,11.516729937,38,45,21.8,89242,19244,22.439834025,287.61837952,9.5,12.988152699,86.571428571,49.9
47117,23.067383336,5.1021318708,5.4039856412,9.0341535072,25.266652273,42.7,7.6,29.6,15.774457881,5,29.871580123,11.082133543,42,49,20.2,95264,25585,26.428663157,512.26745754,9,12.572855953,88.842061628,50
47119,20.606794745,4.6017330033,5.2130593077,8.5931745642,21.971320058,31.9,7.9,31.5,16.058876524,12,28.744239631,10.230260233,43,55,13.2,106246,26872,27.100056001,452.90793366,6.4,12.811281128,86.61881686,45.1
